star_type,temperature,radius_km,distance_ls,distance_au,heat,pred_v82_power,error_v82,abs_error_v82,pred_v80_ergod,error_v80,abs_error_v80,improvement
F5,6855.0,855551.0,411.0,0.8236472945891784,77.2,74.65902958160834,-2.540970418391666,2.540970418391666,94.34295030225869,17.142950302258683,17.142950302258683,14.601979883867017
F5,6855.0,855551.0,1975.0,3.957915831663328,32.4,33.97990020805854,1.5799002080585396,1.5799002080585396,75.59098442940709,43.19098442940709,43.19098442940709,41.61108422134855
M7,2875.0,269615.0,153.0,0.3066132264529058,27.6,22.96907017530108,-4.630929824698928,4.630929824698928,11.918183663137304,-15.681816336862697,15.681816336862697,11.05088651216377
A2,10059.0,1401588.0,68.0,0.1362725450901803,98.7,98.5472678951404,-0.1527321048596093,0.1527321048596093,99.89823934911006,1.1982393491100538,1.1982393491100538,1.0455072442504445
A2,10059.0,1401588.0,353.0,0.7074148296593187,94.0,92.81582085928488,-1.1841791407151303,1.1841791407151303,99.47286778554249,5.4728677855424905,5.4728677855424905,4.28868864482736
A2,10059.0,1401588.0,633.0,1.2685370741482966,89.4,87.69404984806404,-1.7059501519359657,1.7059501519359657,99.05672279196025,9.656722791960249,9.656722791960249,7.950772640024283
A2,10059.0,1401588.0,1303.0,2.6112224448897794,78.8,77.14400621336422,-1.6559937866357757,1.6559937866357757,98.06800058268814,19.268000582688146,19.268000582688146,17.61200679605237
A2,10059.0,1401588.0,1848.0,3.703406813627255,71.0,69.99887369306062,-1.0011263069393834,1.0011263069393834,97.27102477051749,26.271024770517485,26.271024770517485,25.2698984635781
A2,10059.0,1401588.0,2447.0,4.903807615230461,63.4,63.31012207896895,-0.0898779210310536,0.0898779210310536,96.40255178064938,33.00255178064938,33.00255178064938,32.91267385961832
A2,10059.0,1401588.0,3574.0,7.162324649298597,51.8,53.22981698134807,1.4298169813480683,1.4298169813480683,94.7895104287869,42.9895104287869,42.9895104287869,41.55969344743883
A2,10059.0,1401588.0,4395.0,8.807615230460922,45.3,47.42466508379698,2.124665083796984,2.124665083796984,93.63145606409876,48.33145606409876,48.33145606409876,46.206790980301776
A2,10059.0,1401588.0,6173.0,12.370741482965933,35.0,37.87878417717307,2.878784177173067,2.878784177173067,91.17178112454323,56.17178112454323,56.17178112454323,53.29299694737016
A7,8556.0,1126119.0,499.0,1.0,86.0,83.31207339050366,-2.687926609496344,2.687926609496344,98.35683917611156,12.356839176111563,12.356839176111563,9.66891256661522
A7,8556.0,1126119.0,910.0,1.8236472945891784,75.4,72.70587782456822,-2.6941221754317866,2.6941221754317866,97.02375129074363,21.623751290743627,21.623751290743627,18.92962911531184
A7,8556.0,1126119.0,989.0,1.9819639278557115,73.5,70.9179964380723,-2.5820035619277064,2.5820035619277064,96.76959083743228,23.269590837432276,23.269590837432276,20.68758727550457
A7,8556.0,1126119.0,3196.0,6.404809619238477,39.0,39.94882756101141,0.948827561011413,0.948827561011413,89.93207214967481,50.93207214967481,50.93207214967481,49.983244588663396
A7,8556.0,1126119.0,4794.0,9.607214428857716,27.9,29.126388882559457,1.2263888825594584,1.2263888825594584,85.28485204042597,57.384852040425976,57.384852040425976,56.15846315786652
B8,13673.0,2492968.0,1379.0,2.7635270541082164,93.8,93.53732450319076,-0.2626754968092513,0.2626754968092513,99.71506944679767,5.915069446797673,5.915069446797673,5.652393949988422
B8,13673.0,2492968.0,3548.0,7.110220440881764,84.4,84.65711878202917,0.2571187820291669,0.2571187820291669,99.26855001498353,14.868550014983526,14.868550014983526,14.61143123295436
B8,13673.0,2492968.0,6359.0,12.743486973947896,73.3,75.03362515351002,1.733625153510019,1.733625153510019,98.69283927899367,25.392839278993677,25.392839278993677,23.659214125483658
B8,13673.0,2492968.0,8697.0,17.428857715430862,65.1,68.31031963750814,3.210319637508149,3.210319637508149,98.21654617821714,33.11654617821715,33.11654617821715,29.906226540709
B8,13673.0,2492968.0,16095.0,32.254509018036075,46.2,52.39338307829992,6.193383078299917,6.193383078299917,96.72453038294468,50.524530382944675,50.524530382944675,44.33114730464476
F7,6557.0,1110705.0,293.0,0.5871743486973948,86.5,85.40213958096827,-1.0978604190317327,1.0978604190317327,96.5843086508711,10.084308650871094,10.084308650871094,8.986448231839361
F7,6557.0,1110705.0,660.0,1.3226452905811623,71.5,71.47894141135878,-0.0210585886412246,0.0210585886412246,92.47006433743941,20.97006433743941,20.97006433743941,20.949005748798186
F7,6557.0,1110705.0,1306.0,2.617234468937876,51.7,54.4549742659386,2.7549742659385927,2.7549742659385927,85.64923871047438,33.949238710474376,33.949238710474376,31.194264444535783
F7,6557.0,1110705.0,1657.0,3.32064128256513,44.2,47.79388487179998,3.593884871799979,3.593884871799979,82.15657120355111,37.95657120355111,37.95657120355111,34.36268633175113
F7,6557.0,1110705.0,3413.0,6.839679358717435,24.4,28.158337748047074,3.758337748047076,3.758337748047076,66.70905453079531,42.309054530795315,42.309054530795315,38.55071678274824
