star_type,heat,predicted_heat,error,abs_error,pct_error
M4,27.7,23.17551673336517,-4.524483266634828,4.524483266634828,16.333874608789994
M4,14.6,11.733542191506734,-2.8664578084932657,2.8664578084932657,19.63327266091278
M4,11.6,9.058523868542094,-2.5414761314579053,2.5414761314579053,21.90927699532677
M2,93.1,95.46027571200015,2.36027571200016,2.36027571200016,2.5352048464018906
M2,91.0,94.02600806567732,3.026008065677317,3.026008065677317,3.3252835886563923
M2,74.5,83.01435154215498,8.514351542154984,8.514351542154984,11.428659788127495
M2,50.9,67.194296631068,16.294296631068,16.294296631068,32.012370591489194
M2,20.5,37.71674535709069,17.216745357090687,17.216745357090687,83.9841236931253
M2,6.4,13.185846610557872,6.785846610557872,6.785846610557872,106.02885328996675
M1,80.7,84.90069210125436,4.200692101254361,4.200692101254361,5.205318588914945
M1,72.5,80.72456548564116,8.224565485641165,8.224565485641165,11.344228256056779
M1,42.7,57.03326635651471,14.333266356514706,14.333266356514706,33.567368516427884
M1,1.9,2.481891595189637,0.5818915951896373,0.5818915951896373,30.625873431033547
M1,89.4,90.56196022839931,1.161960228399309,1.161960228399309,1.2997317991043722
M1,87.8,86.40655421671703,-1.3934457832829708,1.3934457832829708,1.5870680902995111
M1,74.0,72.67264333978108,-1.3273566602189248,1.3273566602189248,1.7937252165120605
M1,49.1,49.39569524496415,0.2956952449641505,0.2956952449641505,0.6022306414748483
M1,38.5,40.50411500335973,2.004115003359729,2.004115003359729,5.205493515220075
M2,47.3,35.63539565819199,-11.664604341808008,11.664604341808008,24.660897128558158
M4,75.5,74.80208626399896,-0.6979137360010412,0.6979137360010412,0.9243890543060148
M4,44.9,48.59293694741,3.692936947410004,3.692936947410004,8.224803891781745
M4,14.6,17.676901729044154,3.0769017290441543,3.0769017290441543,21.074669377014757
M4,9.8,10.380551664989785,0.5805516649897839,0.5805516649897839,5.9239965815284075
M6,48.7,62.63408110224123,13.93408110224123,13.93408110224123,28.612076185300268
M6,27.6,42.91800614389328,15.318006143893278,15.318006143893278,55.500022260482886
M0,51.7,51.83463224765215,0.1346322476521493,0.1346322476521493,0.2604105370447762
G2,49.3,64.59465951718232,15.294659517182325,15.294659517182325,31.02365013627247
G2,40.9,57.80219359481912,16.902193594819117,16.902193594819117,41.325656711049184
G2,37.3,54.6062874224339,17.306287422433904,17.306287422433904,46.39755341135095
K7,95.8,93.59764281020348,-2.2023571897965155,2.2023571897965155,2.2989114716038785
K7,69.6,62.19773492054969,-7.402265079450302,7.402265079450302,10.635438332543538
K7,43.1,38.79313679114277,-4.30686320885723,4.30686320885723,9.992722062313758
M2,90.1,85.47227576952908,-4.627724230470918,4.627724230470918,5.1362089128423065
M2,76.5,69.25638219628814,-7.243617803711857,7.243617803711857,9.468781442760598
M2,16.5,14.898979984830428,-1.6010200151695724,1.6010200151695724,9.703151607088317
M2,8.6,7.222032549951385,-1.3779674500486143,1.3779674500486143,16.022877326146677
M2,1.9,1.141647443688426,-0.7583525563115738,0.7583525563115738,39.91329243745126
M7,39.7,40.32533333255893,0.6253333325589239,0.6253333325589239,1.575146933397793
K9,2.8,2.3221231816909915,-0.4778768183090083,0.4778768183090083,17.067029225321726
K5,47.7,44.66824762547366,-3.031752374526341,3.031752374526341,6.355874999007003
M2,2.7,2.158428954529791,-0.5415710454702092,0.5415710454702092,20.058186869267004
M2,0.4,0.2214474417700432,-0.1785525582299567,0.1785525582299567,44.63813955748917
K9,97.0,96.53892567778666,-0.4610743222133351,0.4610743222133351,0.47533435279725267
K9,50.6,48.87312014808874,-1.7268798519112636,1.7268798519112636,3.412806031445185
K9,13.4,13.694865373630709,0.2948653736307065,0.2948653736307065,2.20048786291572
K9,1.6,1.055097043545401,-0.5449029564545991,0.5449029564545991,34.056434778412445
G8,40.2,45.789249179673696,5.589249179673693,5.589249179673693,13.903604924561424
G8,27.1,33.16998411180625,6.069984111806249,6.069984111806249,22.39846535721863
G8,20.5,25.907741900373164,5.407741900373164,5.407741900373164,26.379228782308118
G8,13.2,16.936598557863128,3.736598557863129,3.736598557863129,28.307564832296432
G8,7.6,9.375559379309772,1.7755593793097724,1.7755593793097724,23.36262341197069
F4,91.3,88.43912833594173,-2.8608716640582657,2.8608716640582657,3.1334848456278923
F4,77.4,72.93261799088754,-4.46738200911247,4.46738200911247,5.7718113812822605
F4,71.7,67.2685008981874,-4.431499101812605,4.431499101812605,6.180612415359281
F4,49.8,47.33628217286285,-2.4637178271371454,2.4637178271371454,4.9472245524842275
F4,24.9,24.02289590798585,-0.8771040920141502,0.8771040920141502,3.522506393631125
M1,49.7,44.64819519703683,-5.051804802963176,5.051804802963176,10.164597189060714
M0,58.8,54.410069362164975,-4.389930637835022,4.389930637835022,7.465868431692215
M0,28.0,27.23340308539857,-0.766596914601422,0.766596914601422,2.737846123576507
M0,11.8,11.239026052654566,-0.5609739473454347,0.5609739473454347,4.754016502927413
M0,0.7,0.3453178121305154,-0.3546821878694846,0.3546821878694846,50.66888398135494
K6,96.7,94.88565056063888,-1.814349439361124,1.814349439361124,1.876266224778825
K6,48.9,55.98754590208319,7.087545902083193,7.087545902083193,14.493958899965628
M2,73.9,67.98973299348515,-5.910267006514857,5.910267006514857,7.997654947922675
M6,86.7,79.86265932726944,-6.837340672730562,6.837340672730562,7.88620608158081
M6,14.2,11.76025463563488,-2.43974536436512,2.43974536436512,17.18130538285296
M6,0.3,0.1038082203598845,-0.1961917796401154,0.1961917796401154,65.39725988003846
A8,99.5,99.462087601661,-0.0379123983389888,0.0379123983389888,0.038102912903506335
A8,95.4,93.81356876663232,-1.5864312333676909,1.5864312333676909,1.662925821140137
A8,81.2,77.0892132660749,-4.110786733925096,4.110786733925096,5.0625452388240095
A8,66.9,63.032513383836914,-3.867486616163092,3.867486616163092,5.780996436716132
A8,64.3,60.63138078719724,-3.66861921280276,3.66861921280276,5.705473114778787
A8,46.8,45.00124067863006,-1.7987593213699355,1.7987593213699355,3.8435028234400335
